ModelWeb Browser Results

msis model listing
Required input parameters
Year= 2000, Month=  1, Day=  1, Hour= 0.00,
Time_type = Local
Coordinate_type = Geographic
Latitude=   69.58, Longitude=   19.23, Height=   100.00
Prof. parameters: Start=     0.00 Stop=  1000.00 Step=     1.00

Optional input parameters:

Sunspot number(Rz12) =not specified
Ionospheric index(IG12) =not specified
Upper limit for Electron content = not specified
F peak model =  
Ne Topside =  
foF2 Storm model =  
Bottomside Thickness =  
F1 occurrence probability =  
D-Region Ne =  
Topside Te =  
Ion Composition =  

Selected output parameters:
1  Height, km
2  O, cm-3 
3  N2, cm-3
4  O2, cm-3
5  He, cm-3 

1         2         3         4         5         
  362.0  1.840E+08  2.707E+07  1.148E+06  5.617E+06
  363.0  1.810E+08  2.630E+07  1.110E+06  5.594E+06
  364.0  1.780E+08  2.556E+07  1.075E+06  5.571E+06
  365.0  1.751E+08  2.483E+07  1.040E+06  5.548E+06
  366.0  1.722E+08  2.413E+07  1.006E+06  5.525E+06
  367.0  1.694E+08  2.345E+07  9.739E+05  5.502E+06
  368.0  1.666E+08  2.279E+07  9.425E+05  5.480E+06
  369.0  1.639E+08  2.214E+07  9.121E+05  5.457E+06
  370.0  1.612E+08  2.152E+07  8.827E+05  5.435E+06
  371.0  1.586E+08  2.091E+07  8.543E+05  5.412E+06
  372.0  1.560E+08  2.032E+07  8.268E+05  5.390E+06
  373.0  1.535E+08  1.974E+07  8.002E+05  5.368E+06
  374.0  1.510E+08  1.919E+07  7.744E+05  5.346E+06
  375.0  1.485E+08  1.865E+07  7.495E+05  5.324E+06
  376.0  1.461E+08  1.812E+07  7.254E+05  5.302E+06
  377.0  1.437E+08  1.761E+07  7.021E+05  5.281E+06
  378.0  1.414E+08  1.711E+07  6.795E+05  5.259E+06
  379.0  1.391E+08  1.663E+07  6.577E+05  5.238E+06
  380.0  1.368E+08  1.616E+07  6.366E+05  5.216E+06
  381.0  1.346E+08  1.571E+07  6.162E+05  5.195E+06
  382.0  1.324E+08  1.527E+07  5.964E+05  5.174E+06
  383.0  1.303E+08  1.484E+07  5.773E+05  5.153E+06
  384.0  1.281E+08  1.442E+07  5.588E+05  5.132E+06
  385.0  1.261E+08  1.401E+07  5.409E+05  5.111E+06
  386.0  1.240E+08  1.362E+07  5.235E+05  5.090E+06
  387.0  1.220E+08  1.324E+07  5.068E+05  5.069E+06
  388.0  1.200E+08  1.287E+07  4.905E+05  5.048E+06
  389.0  1.181E+08  1.251E+07  4.748E+05  5.028E+06
  390.0  1.162E+08  1.215E+07  4.596E+05  5.007E+06
  391.0  1.143E+08  1.181E+07  4.449E+05  4.987E+06
  392.0  1.124E+08  1.148E+07  4.307E+05  4.967E+06
  393.0  1.106E+08  1.116E+07  4.169E+05  4.947E+06
  394.0  1.088E+08  1.085E+07  4.036E+05  4.927E+06
  395.0  1.071E+08  1.054E+07  3.907E+05  4.906E+06
  396.0  1.053E+08  1.025E+07  3.782E+05  4.887E+06
  397.0  1.036E+08  9.962E+06  3.662E+05  4.867E+06
  398.0  1.020E+08  9.683E+06  3.545E+05  4.847E+06
  399.0  1.003E+08  9.412E+06  3.432E+05  4.827E+06
  400.0  9.871E+07  9.149E+06  3.322E+05  4.808E+06
  401.0  9.692E+07  8.893E+06  3.216E+05  4.788E+06
  402.0  9.536E+07  8.645E+06  3.114E+05  4.769E+06
  403.0  9.383E+07  8.403E+06  3.015E+05  4.750E+06
  404.0  9.232E+07  8.169E+06  2.919E+05  4.730E+06
  405.0  9.084E+07  7.940E+06  2.826E+05  4.711E+06
  406.0  8.938E+07  7.719E+06  2.736E+05  4.692E+06
  407.0  8.795E+07  7.504E+06  2.649E+05  4.673E+06
  408.0  8.654E+07  7.294E+06  2.564E+05  4.654E+06
  409.0  8.515E+07  7.091E+06  2.483E+05  4.636E+06
  410.0  8.378E+07  6.893E+06  2.404E+05  4.617E+06
  411.0  8.244E+07  6.701E+06  2.328E+05  4.598E+06
  412.0  8.112E+07  6.514E+06  2.254E+05  4.580E+06
  413.0  7.982E+07  6.333E+06  2.182E+05  4.561E+06
  414.0  7.854E+07  6.157E+06  2.113E+05  4.543E+06
  415.0  7.729E+07  5.985E+06  2.046E+05  4.524E+06
  416.0  7.605E+07  5.819E+06  1.981E+05  4.506E+06
  417.0  7.483E+07  5.657E+06  1.918E+05  4.488E+06
  418.0  7.364E+07  5.500E+06  1.857E+05  4.470E+06
  419.0  7.246E+07  5.347E+06  1.798E+05  4.452E+06
  420.0  7.130E+07  5.198E+06  1.741E+05  4.434E+06
  421.0  7.016E+07  5.054E+06  1.686E+05  4.416E+06
  422.0  6.904E+07  4.914E+06  1.633E+05  4.398E+06
  423.0  6.794E+07  4.777E+06  1.581E+05  4.381E+06
  424.0  6.686E+07  4.645E+06  1.531E+05  4.363E+06
  425.0  6.579E+07  4.516E+06  1.483E+05  4.346E+06
  426.0  6.474E+07  4.391E+06  1.436E+05  4.328E+06
  427.0  6.371E+07  4.269E+06  1.390E+05  4.311E+06
  428.0  6.269E+07  4.151E+06  1.346E+05  4.294E+06
  429.0  6.169E+07  4.036E+06  1.304E+05  4.276E+06
  430.0  6.071E+07  3.924E+06  1.263E+05  4.259E+06
  431.0  5.975E+07  3.815E+06  1.223E+05  4.242E+06
  432.0  5.879E+07  3.710E+06  1.184E+05  4.225E+06
  433.0  5.786E+07  3.607E+06  1.147E+05  4.208E+06
  434.0  5.694E+07  3.507E+06  1.111E+05  4.191E+06
  435.0  5.603E+07  3.410E+06  1.076E+05  4.175E+06
  436.0  5.514E+07  3.316E+06  1.042E+05  4.158E+06
  437.0  5.427E+07  3.224E+06  1.009E+05  4.141E+06
  438.0  5.340E+07  3.135E+06  9.770E+04  4.125E+06
  439.0  5.256E+07  3.048E+06  9.462E+04  4.108E+06
  440.0  5.172E+07  2.964E+06  9.164E+04  4.092E+06
  441.0  5.090E+07  2.882E+06  8.876E+04  4.075E+06
  442.0  5.009E+07  2.803E+06  8.597E+04  4.059E+06
  443.0  4.930E+07  2.726E+06  8.326E+04  4.043E+06
  444.0  4.852E+07  2.650E+06  8.064E+04  4.027E+06
  445.0  4.775E+07  2.577E+06  7.811E+04  4.011E+06
  446.0  4.699E+07  2.506E+06  7.565E+04  3.995E+06
  447.0  4.625E+07  2.437E+06  7.327E+04  3.979E+06
  448.0  4.551E+07  2.370E+06  7.097E+04  3.963E+06
  449.0  4.479E+07  2.305E+06  6.874E+04  3.947E+06
  450.0  4.408E+07  2.241E+06  6.658E+04  3.931E+06
  451.0  4.339E+07  2.180E+06  6.449E+04  3.916E+06
  452.0  4.270E+07  2.120E+06  6.247E+04  3.900E+06
  453.0  4.202E+07  2.061E+06  6.051E+04  3.885E+06
  454.0  4.136E+07  2.005E+06  5.861E+04  3.869E+06
  455.0  4.071E+07  1.950E+06  5.677E+04  3.854E+06
  456.0  4.006E+07  1.896E+06  5.499E+04  3.839E+06
  457.0  3.943E+07  1.844E+06  5.327E+04  3.823E+06
  458.0  3.881E+07  1.793E+06  5.160E+04  3.808E+06
  459.0  3.820E+07  1.744E+06  4.999E+04  3.793E+06
  460.0  3.759E+07  1.696E+06  4.842E+04  3.778E+06
  461.0  3.700E+07  1.650E+06  4.691E+04  3.763E+06
  462.0  3.642E+07  1.604E+06  4.544E+04  3.748E+06
  463.0  3.584E+07  1.560E+06  4.402E+04  3.733E+06
  464.0  3.528E+07  1.518E+06  4.264E+04  3.718E+06
  465.0  3.472E+07  1.476E+06  4.131E+04  3.704E+06
  466.0  3.417E+07  1.436E+06  4.002E+04  3.689E+06
  467.0  3.364E+07  1.396E+06  3.877E+04  3.674E+06
  468.0  3.311E+07  1.358E+06  3.756E+04  3.660E+06
  469.0  3.259E+07  1.321E+06  3.638E+04  3.645E+06
  470.0  3.207E+07  1.285E+06  3.525E+04  3.631E+06
  471.0  3.157E+07  1.250E+06  3.415E+04  3.616E+06
  472.0  3.107E+07  1.215E+06  3.308E+04  3.602E+06
  473.0  3.058E+07  1.182E+06  3.205E+04  3.588E+06
  474.0  3.010E+07  1.150E+06  3.105E+04  3.574E+06
  475.0  2.963E+07  1.118E+06  3.008E+04  3.560E+06
  476.0  2.917E+07  1.088E+06  2.915E+04  3.545E+06
  477.0  2.871E+07  1.058E+06  2.824E+04  3.531E+06
  478.0  2.826E+07  1.029E+06  2.736E+04  3.518E+06
  479.0  2.781E+07  1.001E+06  2.651E+04  3.504E+06
  480.0  2.738E+07  9.739E+05  2.568E+04  3.490E+06
  481.0  2.695E+07  9.473E+05  2.488E+04  3.476E+06
  482.0  2.653E+07  9.215E+05  2.411E+04  3.462E+06
  483.0  2.611E+07  8.964E+05  2.336E+04  3.449E+06
  484.0  2.570E+07  8.719E+05  2.263E+04  3.435E+06
  485.0  2.530E+07  8.482E+05  2.193E+04  3.422E+06
  486.0  2.490E+07  8.251E+05  2.125E+04  3.408E+06
  487.0  2.451E+07  8.026E+05  2.059E+04  3.395E+06
  488.0  2.413E+07  7.808E+05  1.995E+04  3.381E+06
  489.0  2.375E+07  7.595E+05  1.933E+04  3.368E+06
  490.0  2.338E+07  7.389E+05  1.873E+04  3.355E+06
  491.0  2.301E+07  7.188E+05  1.815E+04  3.342E+06
  492.0  2.265E+07  6.992E+05  1.759E+04  3.328E+06
  493.0  2.230E+07  6.802E+05  1.704E+04  3.315E+06
  494.0  2.195E+07  6.617E+05  1.651E+04  3.302E+06
  495.0  2.161E+07  6.438E+05  1.600E+04  3.289E+06
  496.0  2.127E+07  6.263E+05  1.551E+04  3.276E+06
  497.0  2.094E+07  6.093E+05  1.503E+04  3.264E+06
  498.0  2.061E+07  5.927E+05  1.456E+04  3.251E+06
  499.0  2.029E+07  5.767E+05  1.411E+04  3.238E+06
  500.0  1.998E+07  5.610E+05  1.367E+04  3.225E+06
  501.0  1.966E+07  5.458E+05  1.325E+04  3.213E+06
  502.0  1.936E+07  5.310E+05  1.284E+04  3.200E+06
  503.0  1.906E+07  5.166E+05  1.244E+04  3.188E+06
  504.0  1.876E+07  5.026E+05  1.206E+04  3.175E+06
  505.0  1.847E+07  4.890E+05  1.169E+04  3.163E+06
  506.0  1.818E+07  4.758E+05  1.133E+04  3.150E+06
  507.0  1.790E+07  4.629E+05  1.098E+04  3.138E+06
  508.0  1.762E+07  4.504E+05  1.064E+04  3.126E+06
  509.0  1.734E+07  4.382E+05  1.031E+04  3.113E+06
  510.0  1.707E+07  4.263E+05  9.991E+03  3.101E+06
  511.0  1.681E+07  4.148E+05  9.683E+03  3.089E+06
  512.0  1.655E+07  4.036E+05  9.385E+03  3.077E+06
  513.0  1.629E+07  3.927E+05  9.095E+03  3.065E+06
  514.0  1.604E+07  3.821E+05  8.815E+03  3.053E+06
  515.0  1.579E+07  3.717E+05  8.544E+03  3.041E+06
  516.0  1.554E+07  3.617E+05  8.280E+03  3.029E+06
  517.0  1.530E+07  3.519E+05  8.026E+03  3.017E+06
  518.0  1.507E+07  3.424E+05  7.778E+03  3.006E+06
  519.0  1.483E+07  3.332E+05  7.539E+03  2.994E+06
  520.0  1.460E+07  3.242E+05  7.307E+03  2.982E+06
  521.0  1.438E+07  3.155E+05  7.083E+03  2.971E+06
  522.0  1.415E+07  3.070E+05  6.865E+03  2.959E+06
  523.0  1.393E+07  2.987E+05  6.654E+03  2.948E+06
  524.0  1.372E+07  2.907E+05  6.449E+03  2.936E+06
  525.0  1.351E+07  2.828E+05  6.251E+03  2.925E+06
  526.0  1.330E+07  2.752E+05  6.059E+03  2.913E+06
  527.0  1.309E+07  2.678E+05  5.873E+03  2.902E+06
  528.0  1.289E+07  2.606E+05  5.693E+03  2.891E+06
  529.0  1.269E+07  2.536E+05  5.518E+03  2.879E+06
  530.0  1.249E+07  2.468E+05  5.349E+03  2.868E+06
  531.0  1.230E+07  2.401E+05  5.185E+03  2.857E+06
  532.0  1.211E+07  2.337E+05  5.026E+03  2.846E+06
  533.0  1.192E+07  2.274E+05  4.872E+03  2.835E+06
  534.0  1.174E+07  2.213E+05  4.723E+03  2.824E+06
  535.0  1.156E+07  2.154E+05  4.578E+03  2.813E+06
  536.0  1.138E+07  2.096E+05  4.438E+03  2.802E+06
  537.0  1.120E+07  2.040E+05  4.302E+03  2.791E+06
  538.0  1.103E+07  1.985E+05  4.170E+03  2.780E+06
  539.0  1.086E+07  1.932E+05  4.043E+03  2.770E+06
  540.0  1.069E+07  1.880E+05  3.919E+03  2.759E+06
  541.0  1.053E+07  1.829E+05  3.799E+03  2.748E+06
  542.0  1.037E+07  1.780E+05  3.683E+03  2.737E+06
  543.0  1.021E+07  1.733E+05  3.571E+03  2.727E+06
  544.0  1.005E+07  1.686E+05  3.462E+03  2.716E+06
  545.0  9.895E+06  1.641E+05  3.356E+03  2.706E+06
  546.0  9.743E+06  1.597E+05  3.253E+03  2.695E+06
  547.0  9.593E+06  1.554E+05  3.154E+03  2.685E+06
  548.0  9.446E+06  1.513E+05  3.058E+03  2.675E+06
  549.0  9.301E+06  1.472E+05  2.965E+03  2.664E+06
  550.0  9.158E+06  1.433E+05  2.874E+03  2.654E+06
  551.0  9.017E+06  1.395E+05  2.787E+03  2.644E+06
  552.0  8.879E+06  1.357E+05  2.702E+03  2.633E+06
  553.0  8.742E+06  1.321E+05  2.619E+03  2.623E+06
  554.0  8.608E+06  1.286E+05  2.539E+03  2.613E+06
  555.0  8.476E+06  1.252E+05  2.462E+03  2.603E+06
  556.0  8.346E+06  1.218E+05  2.387E+03  2.593E+06
  557.0  8.218E+06  1.186E+05  2.315E+03  2.583E+06
  558.0  8.092E+06  1.154E+05  2.244E+03  2.573E+06
  559.0  7.968E+06  1.123E+05  2.176E+03  2.563E+06
  560.0  7.846E+06  1.093E+05  2.110E+03  2.553E+06
  561.0  7.726E+06  1.064E+05  2.046E+03  2.543E+06
  562.0  7.607E+06  1.036E+05  1.983E+03  2.534E+06
  563.0  7.491E+06  1.008E+05  1.923E+03  2.524E+06
  564.0  7.376E+06  9.814E+04  1.865E+03  2.514E+06
  565.0  7.263E+06  9.553E+04  1.808E+03  2.504E+06
  566.0  7.152E+06  9.298E+04  1.753E+03  2.495E+06
  567.0  7.043E+06  9.051E+04  1.700E+03  2.485E+06
  568.0  6.935E+06  8.810E+04  1.648E+03  2.476E+06
  569.0  6.829E+06  8.576E+04  1.598E+03  2.466E+06
  570.0  6.725E+06  8.348E+04  1.550E+03  2.457E+06
  571.0  6.622E+06  8.126E+04  1.503E+03  2.447E+06
  572.0  6.521E+06  7.910E+04  1.457E+03  2.438E+06
  573.0  6.421E+06  7.700E+04  1.413E+03  2.429E+06
  574.0  6.323E+06  7.496E+04  1.370E+03  2.419E+06
  575.0  6.227E+06  7.297E+04  1.329E+03  2.410E+06
  576.0  6.132E+06  7.103E+04  1.289E+03  2.401E+06
  577.0  6.038E+06  6.914E+04  1.250E+03  2.391E+06
  578.0  5.946E+06  6.731E+04  1.212E+03  2.382E+06
  579.0  5.856E+06  6.553E+04  1.175E+03  2.373E+06
  580.0  5.767E+06  6.379E+04  1.140E+03  2.364E+06
  581.0  5.679E+06  6.210E+04  1.105E+03  2.355E+06
  582.0  5.592E+06  6.045E+04  1.072E+03  2.346E+06
  583.0  5.507E+06  5.885E+04  1.039E+03  2.337E+06
  584.0  5.423E+06  5.729E+04  1.008E+03  2.328E+06
  585.0  5.341E+06  5.578E+04  9.776E+02  2.319E+06
  586.0  5.260E+06  5.430E+04  9.481E+02  2.310E+06
  587.0  5.180E+06  5.286E+04  9.195E+02  2.301E+06
  588.0  5.101E+06  5.147E+04  8.917E+02  2.293E+06
  589.0  5.023E+06  5.010E+04  8.648E+02  2.284E+06
  590.0  4.947E+06  4.878E+04  8.388E+02  2.275E+06
  591.0  4.872E+06  4.749E+04  8.135E+02  2.267E+06
  592.0  4.798E+06  4.624E+04  7.890E+02  2.258E+06
  593.0  4.725E+06  4.502E+04  7.652E+02  2.249E+06
  594.0  4.653E+06  4.383E+04  7.422E+02  2.241E+06
  595.0  4.583E+06  4.267E+04  7.198E+02  2.232E+06
  596.0  4.513E+06  4.154E+04  6.981E+02  2.224E+06
  597.0  4.445E+06  4.045E+04  6.771E+02  2.215E+06
  598.0  4.378E+06  3.938E+04  6.568E+02  2.207E+06
  599.0  4.311E+06  3.834E+04  6.370E+02  2.198E+06
  600.0  4.246E+06  3.733E+04  6.179E+02  2.190E+06
  601.0  4.182E+06  3.635E+04  5.993E+02  2.182E+06
  602.0  4.118E+06  3.539E+04  5.813E+02  2.173E+06
  603.0  4.056E+06  3.446E+04  5.638E+02  2.165E+06
  604.0  3.995E+06  3.355E+04  5.469E+02  2.157E+06
  605.0  3.934E+06  3.267E+04  5.305E+02  2.149E+06
  606.0  3.875E+06  3.181E+04  5.145E+02  2.140E+06
  607.0  3.816E+06  3.097E+04  4.991E+02  2.132E+06
  608.0  3.758E+06  3.016E+04  4.841E+02  2.124E+06
  609.0  3.702E+06  2.936E+04  4.696E+02  2.116E+06
  610.0  3.646E+06  2.859E+04  4.555E+02  2.108E+06
  611.0  3.591E+06  2.784E+04  4.419E+02  2.100E+06
  612.0  3.536E+06  2.711E+04  4.286E+02  2.092E+06
  613.0  3.483E+06  2.640E+04  4.158E+02  2.084E+06
  614.0  3.431E+06  2.571E+04  4.033E+02  2.076E+06
  615.0  3.379E+06  2.503E+04  3.913E+02  2.068E+06
  616.0  3.328E+06  2.437E+04  3.796E+02  2.061E+06
  617.0  3.278E+06  2.373E+04  3.682E+02  2.053E+06
  618.0  3.228E+06  2.311E+04  3.572E+02  2.045E+06
  619.0  3.180E+06  2.251E+04  3.465E+02  2.037E+06
  620.0  3.132E+06  2.192E+04  3.361E+02  2.029E+06
  621.0  3.085E+06  2.134E+04  3.261E+02  2.022E+06
  622.0  3.038E+06  2.078E+04  3.163E+02  2.014E+06
  623.0  2.992E+06  2.024E+04  3.069E+02  2.006E+06
  624.0  2.947E+06  1.971E+04  2.977E+02  1.999E+06
  625.0  2.903E+06  1.919E+04  2.888E+02  1.991E+06
  626.0  2.859E+06  1.869E+04  2.802E+02  1.984E+06
  627.0  2.816E+06  1.820E+04  2.719E+02  1.976E+06
  628.0  2.774E+06  1.773E+04  2.638E+02  1.969E+06
  629.0  2.732E+06  1.726E+04  2.559E+02  1.961E+06
  630.0  2.691E+06  1.681E+04  2.483E+02  1.954E+06
  631.0  2.651E+06  1.637E+04  2.409E+02  1.947E+06
  632.0  2.611E+06  1.594E+04  2.337E+02  1.939E+06
  633.0  2.572E+06  1.553E+04  2.267E+02  1.932E+06
  634.0  2.533E+06  1.512E+04  2.200E+02  1.925E+06
  635.0  2.495E+06  1.473E+04  2.134E+02  1.917E+06
  636.0  2.458E+06  1.434E+04  2.071E+02  1.910E+06
  637.0  2.421E+06  1.397E+04  2.009E+02  1.903E+06
  638.0  2.385E+06  1.361E+04  1.949E+02  1.896E+06
  639.0  2.349E+06  1.325E+04  1.891E+02  1.889E+06
  640.0  2.314E+06  1.291E+04  1.835E+02  1.882E+06
  641.0  2.279E+06  1.257E+04  1.781E+02  1.874E+06
  642.0  2.245E+06  1.224E+04  1.728E+02  1.867E+06
  643.0  2.212E+06  1.192E+04  1.676E+02  1.860E+06
  644.0  2.179E+06  1.161E+04  1.627E+02  1.853E+06
  645.0  2.146E+06  1.131E+04  1.578E+02  1.846E+06
  646.0  2.114E+06  1.102E+04  1.531E+02  1.840E+06
  647.0  2.082E+06  1.073E+04  1.486E+02  1.833E+06
  648.0  2.051E+06  1.045E+04  1.442E+02  1.826E+06
  649.0  2.020E+06  1.018E+04  1.399E+02  1.819E+06
  650.0  1.990E+06  9.914E+03  1.358E+02  1.812E+06
  651.0  1.961E+06  9.656E+03  1.317E+02  1.805E+06
  652.0  1.931E+06  9.406E+03  1.278E+02  1.798E+06
  653.0  1.903E+06  9.161E+03  1.241E+02  1.792E+06
  654.0  1.874E+06  8.924E+03  1.204E+02  1.785E+06
  655.0  1.846E+06  8.692E+03  1.168E+02  1.778E+06
  656.0  1.819E+06  8.466E+03  1.134E+02  1.772E+06
  657.0  1.792E+06  8.247E+03  1.100E+02  1.765E+06
  658.0  1.765E+06  8.033E+03  1.067E+02  1.758E+06
  659.0  1.739E+06  7.825E+03  1.036E+02  1.752E+06
  660.0  1.713E+06  7.622E+03  1.005E+02  1.745E+06
  661.0  1.687E+06  7.424E+03  9.756E+01  1.739E+06
  662.0  1.662E+06  7.232E+03  9.468E+01  1.732E+06
  663.0  1.637E+06  7.045E+03  9.188E+01  1.726E+06
  664.0  1.613E+06  6.862E+03  8.917E+01  1.719E+06
  665.0  1.589E+06  6.685E+03  8.653E+01  1.713E+06
  666.0  1.565E+06  6.512E+03  8.398E+01  1.706E+06
  667.0  1.542E+06  6.343E+03  8.150E+01  1.700E+06
  668.0  1.519E+06  6.179E+03  7.910E+01  1.694E+06
  669.0  1.497E+06  6.020E+03  7.677E+01  1.687E+06
  670.0  1.474E+06  5.864E+03  7.450E+01  1.681E+06
  671.0  1.452E+06  5.713E+03  7.231E+01  1.675E+06
  672.0  1.431E+06  5.565E+03  7.018E+01  1.669E+06
  673.0  1.410E+06  5.421E+03  6.811E+01  1.662E+06
  674.0  1.389E+06  5.281E+03  6.610E+01  1.656E+06
  675.0  1.368E+06  5.145E+03  6.416E+01  1.650E+06
  676.0  1.348E+06  5.012E+03  6.227E+01  1.644E+06
  677.0  1.328E+06  4.883E+03  6.044E+01  1.638E+06
  678.0  1.308E+06  4.757E+03  5.866E+01  1.632E+06
  679.0  1.289E+06  4.635E+03  5.693E+01  1.625E+06
  680.0  1.270E+06  4.515E+03  5.526E+01  1.619E+06
  681.0  1.251E+06  4.399E+03  5.364E+01  1.613E+06
  682.0  1.232E+06  4.285E+03  5.206E+01  1.607E+06
  683.0  1.214E+06  4.175E+03  5.053E+01  1.601E+06
  684.0  1.196E+06  4.068E+03  4.905E+01  1.595E+06
  685.0  1.179E+06  3.963E+03  4.761E+01  1.590E+06
  686.0  1.161E+06  3.861E+03  4.621E+01  1.584E+06
  687.0  1.144E+06  3.762E+03  4.485E+01  1.578E+06
  688.0  1.127E+06  3.665E+03  4.354E+01  1.572E+06
  689.0  1.110E+06  3.571E+03  4.226E+01  1.566E+06
  690.0  1.094E+06  3.479E+03  4.102E+01  1.560E+06
  691.0  1.078E+06  3.390E+03  3.982E+01  1.554E+06
  692.0  1.062E+06  3.303E+03  3.865E+01  1.549E+06
  693.0  1.046E+06  3.218E+03  3.752E+01  1.543E+06
  694.0  1.031E+06  3.135E+03  3.642E+01  1.537E+06
  695.0  1.016E+06  3.055E+03  3.536E+01  1.532E+06
  696.0  1.001E+06  2.976E+03  3.432E+01  1.526E+06
  697.0  9.860E+05  2.900E+03  3.332E+01  1.520E+06
  698.0  9.714E+05  2.826E+03  3.234E+01  1.515E+06
  699.0  9.571E+05  2.753E+03  3.140E+01  1.509E+06
  700.0  9.430E+05  2.683E+03  3.048E+01  1.503E+06
  701.0  9.291E+05  2.614E+03  2.959E+01  1.498E+06
  702.0  9.155E+05  2.547E+03  2.872E+01  1.492E+06
  703.0  9.020E+05  2.482E+03  2.788E+01  1.487E+06
  704.0  8.887E+05  2.418E+03  2.707E+01  1.481E+06
  705.0  8.757E+05  2.356E+03  2.628E+01  1.476E+06
  706.0  8.628E+05  2.296E+03  2.551E+01  1.470E+06
  707.0  8.501E+05  2.237E+03  2.477E+01  1.465E+06
  708.0  8.376E+05  2.180E+03  2.405E+01  1.459E+06
  709.0  8.253E+05  2.124E+03  2.335E+01  1.454E+06
  710.0  8.132E+05  2.070E+03  2.266E+01  1.449E+06
  711.0  8.013E+05  2.017E+03  2.200E+01  1.443E+06
  712.0  7.895E+05  1.966E+03  2.136E+01  1.438E+06
  713.0  7.779E+05  1.915E+03  2.074E+01  1.433E+06
  714.0  7.665E+05  1.867E+03  2.014E+01  1.427E+06
  715.0  7.553E+05  1.819E+03  1.955E+01  1.422E+06
  716.0  7.442E+05  1.773E+03  1.898E+01  1.417E+06
  717.0  7.333E+05  1.727E+03  1.843E+01  1.412E+06
  718.0  7.225E+05  1.683E+03  1.789E+01  1.407E+06
  719.0  7.120E+05  1.640E+03  1.737E+01  1.401E+06
  720.0  7.015E+05  1.599E+03  1.687E+01  1.396E+06
  721.0  6.913E+05  1.558E+03  1.638E+01  1.391E+06
  722.0  6.811E+05  1.518E+03  1.590E+01  1.386E+06
  723.0  6.712E+05  1.479E+03  1.544E+01  1.381E+06
  724.0  6.614E+05  1.442E+03  1.499E+01  1.376E+06
  725.0  6.517E+05  1.405E+03  1.456E+01  1.371E+06
  726.0  6.422E+05  1.369E+03  1.413E+01  1.366E+06
  727.0  6.328E+05  1.335E+03  1.372E+01  1.361E+06
  728.0  6.235E+05  1.301E+03  1.333E+01  1.356E+06
  729.0  6.144E+05  1.268E+03  1.294E+01  1.351E+06
  730.0  6.055E+05  1.235E+03  1.256E+01  1.346E+06
  731.0  5.966E+05  1.204E+03  1.220E+01  1.341E+06
  732.0  5.879E+05  1.173E+03  1.185E+01  1.336E+06
  733.0  5.793E+05  1.144E+03  1.150E+01  1.331E+06
  734.0  5.709E+05  1.115E+03  1.117E+01  1.326E+06
  735.0  5.626E+05  1.086E+03  1.085E+01  1.321E+06
  736.0  5.544E+05  1.059E+03  1.053E+01  1.316E+06
  737.0  5.463E+05  1.032E+03  1.023E+01  1.312E+06
  738.0  5.383E+05  1.006E+03  9.932E+00  1.307E+06
  739.0  5.305E+05  9.802E+02  9.645E+00  1.302E+06
  740.0  5.228E+05  9.553E+02  9.366E+00  1.297E+06
  741.0  5.151E+05  9.311E+02  9.095E+00  1.292E+06
  742.0  5.076E+05  9.075E+02  8.832E+00  1.288E+06
  743.0  5.003E+05  8.846E+02  8.577E+00  1.283E+06
  744.0  4.930E+05  8.622E+02  8.329E+00  1.278E+06
  745.0  4.858E+05  8.404E+02  8.089E+00  1.274E+06
  746.0  4.788E+05  8.191E+02  7.855E+00  1.269E+06
  747.0  4.718E+05  7.984E+02  7.629E+00  1.264E+06
  748.0  4.649E+05  7.782E+02  7.409E+00  1.260E+06
  749.0  4.582E+05  7.585E+02  7.195E+00  1.255E+06
  750.0  4.515E+05  7.393E+02  6.988E+00  1.251E+06
  751.0  4.450E+05  7.207E+02  6.786E+00  1.246E+06
  752.0  4.385E+05  7.025E+02  6.591E+00  1.241E+06
  753.0  4.322E+05  6.847E+02  6.401E+00  1.237E+06
  754.0  4.259E+05  6.674E+02  6.216E+00  1.232E+06
  755.0  4.197E+05  6.506E+02  6.037E+00  1.228E+06
  756.0  4.136E+05  6.342E+02  5.864E+00  1.223E+06
  757.0  4.076E+05  6.182E+02  5.695E+00  1.219E+06
  758.0  4.017E+05  6.026E+02  5.531E+00  1.215E+06
  759.0  3.959E+05  5.874E+02  5.372E+00  1.210E+06
  760.0  3.902E+05  5.726E+02  5.218E+00  1.206E+06
  761.0  3.845E+05  5.582E+02  5.068E+00  1.201E+06
  762.0  3.790E+05  5.441E+02  4.922E+00  1.197E+06
  763.0  3.735E+05  5.304E+02  4.781E+00  1.193E+06
  764.0  3.681E+05  5.170E+02  4.643E+00  1.188E+06
  765.0  3.628E+05  5.040E+02  4.510E+00  1.184E+06
  766.0  3.575E+05  4.913E+02  4.380E+00  1.180E+06
  767.0  3.523E+05  4.790E+02  4.255E+00  1.175E+06
  768.0  3.472E+05  4.669E+02  4.133E+00  1.171E+06
  769.0  3.422E+05  4.552E+02  4.014E+00  1.167E+06
  770.0  3.373E+05  4.438E+02  3.899E+00  1.163E+06
  771.0  3.324E+05  4.326E+02  3.787E+00  1.158E+06
  772.0  3.276E+05  4.217E+02  3.679E+00  1.154E+06
  773.0  3.229E+05  4.112E+02  3.573E+00  1.150E+06
  774.0  3.182E+05  4.008E+02  3.471E+00  1.146E+06
